date,stock,operation
2020-08-31,NTDOY,Buy
2020-08-31,PACB,Buy
2020-08-31,PD,Buy
2020-08-31,SNAP,Sell
2020-08-31,SNPS,Buy
2020-08-31,TREE,Buy
2020-08-31,TSLA,Sell
2020-08-31,BIDU,Buy
2020-08-31,BYDDY,Buy
2020-08-31,NIU,Buy
2020-08-31,BIDU,Sell
2020-08-31,EB,Sell
2020-08-31,SHOP,Sell
2020-08-28,TREE,Buy
2020-08-28,TSLA,Sell
2020-08-28,TWOU,Buy
2020-08-28,ADSK,Sell
2020-08-28,ICE,Buy
2020-08-28,MCRB,Sell
2020-08-28,MTLS,Sell
2020-08-28,NTDOY,Buy
2020-08-28,PACB,Buy
2020-08-28,SNPS,Buy
2020-08-28,TSM,Buy
2020-08-28,TWLO,Buy
2020-08-28,XLNX,Sell
2020-08-28,CBMG,Sell
2020-08-28,TAK,Buy
2020-08-27,SNPS,Buy
2020-08-27,XLNX,Sell
2020-08-27,PSTG,Buy
2020-08-27,SQ,Sell
2020-08-27,TREE,Buy
2020-08-27,TSLA,Sell
2020-08-27,TWOU,Buy
2020-08-27,MTLS,Sell
2020-08-27,NTDOY,Buy
2020-08-27,PACB,Buy
2020-08-27,AQB,Buy
2020-08-27,CBMG,Sell
2020-08-27,CLLS,Buy
2020-08-27,TAK,Buy
2020-08-26,3690 HK,Sell
2020-08-26,JD,Buy
2020-08-26,ACCD,Buy
2020-08-26,CBMG,Sell
2020-08-26,CLLS,Buy
2020-08-26,EDIT,Sell
2020-08-26,NVTA,Sell
2020-08-26,PHR,Buy
2020-08-26,PSTG,Buy
2020-08-26,TAK,Buy
2020-08-26,VCYT,Sell
2020-08-26,MTLS,Sell
2020-08-26,PACB,Buy
2020-08-26,SQ,Sell
2020-08-26,ADYEY,Buy
2020-08-26,NTDOY,Buy
2020-08-26,TSLA,Sell
2020-08-25,AAPL,Sell
2020-08-25,JD,Buy
2020-08-25,ACCD,Buy
2020-08-25,AQB,Buy
2020-08-25,CBMG,Sell
2020-08-25,CLLS,Buy
2020-08-25,PHR,Buy
2020-08-25,TAK,Buy
2020-08-25,TXG,Sell
2020-08-25,VCYT,Sell
2020-08-25,MTLS,Sell
2020-08-25,PACB,Buy
2020-08-25,NIU,Buy
2020-08-25,TSLA,Sell
2020-08-25,ADYEY,Buy
2020-08-25,NTDOY,Buy
2020-08-24,ACCD,Buy
2020-08-24,AQB,Buy
2020-08-24,CBMG,Sell
2020-08-24,CLLS,Buy
2020-08-24,EDIT,Sell
2020-08-24,GH,Sell
2020-08-24,ILMN,Buy
2020-08-24,INCY,Buy
2020-08-24,INO,Sell
2020-08-24,NVTA,Sell
2020-08-24,PHR,Buy
2020-08-24,SDGR,Buy
2020-08-24,TAK,Buy
2020-08-24,TXG,Sell
2020-08-24,VCYT,Sell
2020-08-24,XLNX,Buy
2020-08-24,CERS,Sell
2020-08-24,MTLS,Sell
2020-08-24,NTDOY,Buy
2020-08-24,PACB,Buy
2020-08-24,SYRS,Sell
2020-08-24,TSLA,Sell
2020-08-24,AAPL,Sell
2020-08-24,AMZN,Sell
2020-08-24,NIU,Buy
2020-08-24,TWOU,Buy
2020-08-24,ADYEY,Buy
2020-08-24,JD,Buy
2020-08-24,PSTG,Buy
2020-08-21,ACCD,Buy
2020-08-21,AQB,Buy
2020-08-21,ARCT,Sell
2020-08-21,CBMG,Sell
2020-08-21,CLLS,Buy
2020-08-21,PHR,Buy
2020-08-21,MCRB,Sell
2020-08-21,MTLS,Sell
2020-08-21,NTDOY,Buy
2020-08-21,PACB,Buy
2020-08-21,PSTG,Buy
2020-08-21,SNPS,Buy
2020-08-21,TSLA,Sell
2020-08-21,NIU,Buy
2020-08-21,ROK,Buy
2020-08-21,TRMB,Buy
2020-08-21,TSM,Buy
2020-08-21,ADYEY,Buy
2020-08-21,OKTA,Buy
2020-08-20,ACCD,Buy
2020-08-20,AQB,Buy
2020-08-20,CBMG,Sell
2020-08-20,CLLS,Buy
2020-08-20,PSNL,Sell
2020-08-20,CRSP,Sell
2020-08-20,MCRB,Sell
2020-08-20,NTDOY,Buy
2020-08-20,PACB,Buy
2020-08-20,PSTG,Buy
2020-08-20,SNPS,Buy
2020-08-20,SQ,Sell
2020-08-20,TSLA,Sell
2020-08-20,WORK,Buy
2020-08-19,AQB,Buy
2020-08-19,CBMG,Sell
2020-08-19,CRSP,Sell
2020-08-19,PSNL,Sell
2020-08-19,PSTG,Buy
2020-08-19,SDGR,Buy
2020-08-19,ICE,Buy
2020-08-19,MCRB,Sell
2020-08-19,MTLS,Sell
2020-08-19,PACB,Buy
2020-08-18,9923 HK,Buy
2020-08-18,ACCD,Buy
2020-08-18,CBMG,Sell
2020-08-18,CLLS,Buy
2020-08-18,ICE,Buy
2020-08-18,MCRB,Sell
2020-08-18,PACB,Buy
2020-08-18,SE,Buy
2020-08-18,TSLA,Sell
2020-08-18,AAPL,Sell
2020-08-18,BYDDY,Buy
2020-08-18,SQ,Sell
2020-08-17,AAPL,Sell
2020-08-17,GWRE,Buy
2020-08-17,ICE,Buy
2020-08-17,MELI,Sell
2020-08-17,SCHW,Buy
2020-08-17,SNAP,Buy
2020-08-17,SQ,Sell
2020-08-17,TRU,Buy
2020-08-17,WORK,Buy
2020-08-17,ACCD,Buy
2020-08-17,AQB,Buy
2020-08-17,CBMG,Sell
2020-08-17,CLLS,Buy
2020-08-17,HUYA,Buy
2020-08-17,MCRB,Sell
2020-08-17,PACB,Buy
2020-08-17,Z,Sell
2020-08-17,BYDDY,Buy
2020-08-17,MTLS,Sell
2020-08-17,NVDA,Sell
2020-08-17,SPCE,Buy
2020-08-17,TSM,Buy
2020-08-17,WKHS,Buy
2020-08-17,SPOT,Buy
2020-08-17,TSLA,Sell
2020-08-14,ACCD,Buy
2020-08-14,ADPT,Buy
2020-08-14,CBMG,Sell
2020-08-14,CSTL,Sell
2020-08-14,HUYA,Buy
2020-08-14,MTLS,Sell
2020-08-14,TSLA,Sell
2020-08-13,ADPT,Buy
2020-08-13,CGEN,Sell
2020-08-13,HUYA,Buy
2020-08-13,TREE,Sell
2020-08-13,TWOU,Buy
2020-08-13,MTLS,Sell
2020-08-13,TSM,Buy
2020-08-12,ADPT,Buy
2020-08-12,ARCT,Buy
2020-08-12,CGEN,Sell
2020-08-12,CRSP,Sell
2020-08-12,CSTL,Sell
2020-08-12,MCRB,Sell
2020-08-12,NSTG,Buy
2020-08-12,NVTA,Sell
2020-08-12,PACB,Buy
2020-08-12,PSNL,Buy
2020-08-12,SDGR,Buy
2020-08-12,TDOC,Buy
2020-08-12,HUYA,Buy
2020-08-12,PD,Buy
2020-08-12,SQ,Sell
2020-08-12,TREE,Sell
2020-08-12,TWOU,Buy
2020-08-12,Z,Sell
2020-08-12,MTLS,Sell
2020-08-12,TSLA,Sell
2020-08-12,TSM,Buy
2020-08-12,LC,Buy
2020-08-11,ADPT,Buy
2020-08-11,ARCT,Buy
2020-08-11,BLI,Buy
2020-08-11,CRSP,Sell
2020-08-11,CSTL,Sell
2020-08-11,INO,Sell
2020-08-11,MCRB,Sell
2020-08-11,NSTG,Buy
2020-08-11,TDOC,Buy
2020-08-11,HUYA,Buy
2020-08-11,PD,Buy
2020-08-11,WORK,Buy
2020-08-11,MTLS,Sell
2020-08-11,AMZN,Sell
2020-08-11,LC,Buy
2020-08-11,TWTR,Sell
2020-08-11,Z,Sell
2020-08-10,ICE,Buy
2020-08-10,Z,Sell
2020-08-10,BLI,Buy
2020-08-10,CERS,Buy
2020-08-10,CGEN,Sell
2020-08-10,MCRB,Sell
2020-08-10,SDGR,Buy
2020-08-10,SURF,Buy
2020-08-10,TDOC,Buy
2020-08-10,ADSK,Sell
2020-08-10,SQ,Sell
2020-08-10,TWOU,Buy
2020-08-10,WORK,Buy
2020-08-10,MTLS,Sell
2020-08-10,NVDA,Sell
2020-08-10,TSM,Buy
2020-08-10,WKHS,Buy
2020-08-10,AYX,Buy
2020-08-10,LC,Buy
2020-08-10,SE,Buy
2020-08-10,TCEHY,Sell
2020-08-10,TTD,Buy
2020-08-10,WDAY,Sell
2020-08-07,MELI,Sell
2020-08-07,TWLO,Buy
2020-08-07,Z,Sell
2020-08-07,AQB,Buy
2020-08-07,ARCT,Sell
2020-08-07,CDNA,Sell
2020-08-07,CERS,Buy
2020-08-07,CGEN,Sell
2020-08-07,CRSP,Sell
2020-08-07,ILMN,Buy
2020-08-07,TDOC,Buy
2020-08-07,TWST,Sell
2020-08-07,ROKU,Sell
2020-08-07,SPLK,Sell
2020-08-07,SQ,Sell
2020-08-07,TER,Sell
2020-08-07,AYX,Buy
2020-08-06,CERS,Buy
2020-08-06,CGEN,Sell
2020-08-06,CRSP,Sell
2020-08-06,ILMN,Sell
2020-08-06,MCRB,Sell
2020-08-06,TDOC,Buy
2020-08-06,FB,Buy
2020-08-06,SNAP,Sell
2020-08-06,SQ,Sell
2020-08-06,AAPL,Sell
2020-08-06,PRLB,Buy
2020-08-06,TSLA,Sell
2020-08-06,TWOU,Buy
2020-08-06,HUYA,Sell
2020-08-06,LC,Buy
2020-08-06,SPLK,Sell
2020-08-06,TWTR,Sell
2020-08-06,WIX,Buy
2020-08-06,Z,Sell
2020-08-05,CDNA,Sell
2020-08-05,GH,Sell
2020-08-05,MCRB,Sell
2020-08-05,PACB,Buy
2020-08-05,PSNL,Sell
2020-08-05,SURF,Buy
2020-08-05,TDOC,Buy
2020-08-05,TXG,Sell
2020-08-05,PRLB,Buy
2020-08-05,ROKU,Sell
2020-08-05,SQ,Sell
2020-08-05,TSLA,Sell
2020-08-05,TWLO,Buy
2020-08-05,TWOU,Sell
2020-08-05,LC,Buy
2020-08-05,NTDOY,Buy
2020-08-05,WDAY,Sell
2020-08-05,XLNX,Buy
2020-08-05,Z,Sell
2020-08-04,CGEN,Sell
2020-08-04,GH,Sell
2020-08-04,MCRB,Sell
2020-08-04,NSTG,Sell
2020-08-04,PACB,Buy
2020-08-04,SURF,Buy
2020-08-04,TXG,Sell
2020-08-04,XLNX,Buy
2020-08-04,PRLB,Buy
2020-08-04,ROKU,Sell
2020-08-04,SPLK,Sell
2020-08-04,SPOT,Buy
2020-08-04,SQ,Sell
2020-08-04,TWOU,Sell
2020-08-04,AYX,Buy
2020-08-04,LC,Buy
2020-08-04,NTDOY,Buy
2020-08-04,WDAY,Sell
2020-08-03,AYX,Buy
2020-08-03,NFLX,Buy
2020-08-03,NTDOY,Buy
2020-08-03,ROKU,Sell
2020-08-03,SPOT,Buy
2020-08-03,SQ,Sell
2020-08-03,WDAY,Sell
2020-08-03,IOVA,Buy
2020-08-03,PSTG,Buy
2020-08-03,TWOU,Sell
2020-08-03,Z,Sell
2020-08-03,ZS,Sell
2020-08-03,CGEN,Sell
2020-08-03,CLLS,Buy
2020-08-03,GH,Sell
2020-08-03,IONS,Buy
2020-08-03,MCRB,Sell
2020-08-03,NSTG,Sell
2020-08-03,SURF,Buy
2020-08-03,TXG,Sell
2020-08-03,XLNX,Buy
2020-08-03,ICE,Buy
2020-08-03,LC,Buy
2020-07-31,CLLS,Buy
2020-07-31,CRSP,Sell
2020-07-31,EDIT,Buy
2020-07-31,ILMN,Sell
2020-07-31,IOVA,Buy
2020-07-31,PSTG,Buy
2020-07-31,SNAP,Buy
2020-07-31,SQ,Sell
2020-07-31,TWOU,Sell
2020-07-31,TEAM,Buy
2020-07-30,9923 HK,Buy
2020-07-30,CLLS,Buy
2020-07-30,EDIT,Buy
2020-07-30,IOVA,Buy
2020-07-30,NVTA,Sell
2020-07-30,TWOU,Sell
2020-07-30,Z,Sell
2020-07-30,ESLT,Buy
2020-07-30,GBTC,Sell
2020-07-30,PINS,Sell
2020-07-30,SNAP,Buy
2020-07-30,SPOT,Buy
2020-07-29,9923 HK,Buy
2020-07-29,SQ,Sell
2020-07-29,TREE,Sell
2020-07-29,ZS,Sell
2020-07-29,EDIT,Buy
2020-07-29,IOVA,Buy
2020-07-29,MTLS,Sell
2020-07-29,NVTA,Sell
2020-07-29,PINS,Sell
2020-07-29,SPOT,Buy
2020-07-29,TWOU,Sell
2020-07-29,Z,Sell
2020-07-29,ESLT,Buy
2020-07-29,GBTC,Sell
2020-07-28,AVAV,Buy
2020-07-28,ESLT,Buy
2020-07-28,EDIT,Buy
2020-07-28,IOVA,Buy
2020-07-28,MTLS,Sell
2020-07-28,PD,Buy
2020-07-27,ARCT,Sell
2020-07-27,IONS,Buy
2020-07-27,MCRB,Sell
2020-07-27,EDIT,Buy
2020-07-27,IOVA,Buy
2020-07-27,MTLS,Sell
2020-07-27,NVTA,Sell
2020-07-27,ROKU,Sell
2020-07-27,SNAP,Buy
2020-07-27,TER,Buy
2020-07-27,TREE,Sell
2020-07-27,ADSK,Sell
2020-07-27,AVAV,Buy
2020-07-27,CAT,Buy
2020-07-27,DE,Buy
2020-07-27,ESLT,Buy
2020-07-27,FLIR,Buy
2020-07-27,IRDM,Buy
2020-07-27,PRLB,Sell
2020-07-27,AYX,Sell
2020-07-27,TSLA,Sell
2020-07-27,TSM,Buy
2020-07-27,ZS,Sell
2020-07-24,PRLB,Sell
2020-07-24,TER,Buy
2020-07-24,NFLX,Buy
2020-07-24,TREE,Sell
2020-07-24,TWOU,Sell
2020-07-24,EDIT,Buy
2020-07-24,MTLS,Sell
2020-07-24,ROKU,Sell
2020-07-24,SNAP,Buy
2020-07-24,SPOT,Buy
2020-07-24,WORK,Buy
2020-07-24,XLNX,Sell
2020-07-24,Z,Sell
2020-07-24,CLLS,Buy
2020-07-23,TCS LI,Buy
2020-07-23,ARCT,Sell
2020-07-23,EDIT,Buy
2020-07-23,HUYA,Buy
2020-07-23,ILMN,Sell
2020-07-23,MTLS,Sell
2020-07-23,NVTA,Sell
2020-07-23,SNAP,Buy
2020-07-23,SQ,Sell
2020-07-23,Z,Sell
2020-07-23,NFLX,Buy
2020-07-23,TREE,Sell
2020-07-23,TSLA,Sell
2020-07-22,4755 JP,Sell
2020-07-22,SCHW,Buy
2020-07-22,VRSK,Buy
2020-07-22,ARCT,Sell
2020-07-22,EDIT,Buy
2020-07-22,HUYA,Buy
2020-07-22,MTLS,Sell
2020-07-22,PINS,Sell
2020-07-22,SNAP,Buy
2020-07-22,Z,Sell
2020-07-22,SQ,Sell
2020-07-22,TSLA,Sell
2020-07-21,ADPT,Buy
2020-07-21,NSTG,Sell
2020-07-21,HUYA,Buy
2020-07-21,MTLS,Sell
2020-07-21,NVTA,Sell
2020-07-21,TWST,Buy
2020-07-21,BYDDY,Buy
2020-07-21,TWOU,Sell
2020-07-21,PSTG,Buy
2020-07-20,ADPT,Buy
2020-07-20,BLCM,Sell
2020-07-20,NSTG,Sell
2020-07-20,PGEN,Sell
2020-07-20,HUYA,Buy
2020-07-20,MTLS,Sell
2020-07-20,NVTA,Sell
2020-07-20,TSLA,Sell
2020-07-20,TWST,Buy
2020-07-20,ADSK,Sell
2020-07-20,BYDDY,Buy
2020-07-20,GOOG,Buy
2020-07-20,TWOU,Sell
2020-07-20,WKHS,Buy
2020-07-20,XLNX,Buy
2020-07-20,ADBE,Sell
2020-07-20,BIDU,Sell
2020-07-20,HUBS,Sell
2020-07-20,PSTG,Buy
2020-07-20,SHOP,Sell
2020-07-20,WORK,Buy
2020-07-17,BLI,Buy
2020-07-17,HUYA,Buy
2020-07-17,MTLS,Sell
2020-07-17,NVTA,Sell
2020-07-17,ROKU,Buy
2020-07-17,TSLA,Sell
2020-07-17,TWOU,Sell
2020-07-17,TWST,Buy
2020-07-17,WORK,Buy
2020-07-17,NFLX,Buy
2020-07-16,HUYA,Buy
2020-07-16,MTLS,Sell
2020-07-16,TSLA,Sell
2020-07-16,TWOU,Sell
2020-07-16,TWST,Buy
2020-07-16,WORK,Buy
2020-07-16,ESLT,Buy
2020-07-15,ACCD,Buy
2020-07-15,HUYA,Buy
2020-07-15,NVTA,Sell
2020-07-15,TSLA,Sell
2020-07-15,TWST,Buy
2020-07-15,ESLT,Buy
2020-07-15,TWOU,Sell
2020-07-14,DOCU,Buy
2020-07-14,PDD,Sell
2020-07-14,PINS,Sell
2020-07-14,SE,Buy
2020-07-14,ACCD,Buy
2020-07-14,ARCT,Sell
2020-07-14,CGEN,Sell
2020-07-14,NVTA,Sell
2020-07-14,VRTX,Buy
2020-07-14,HUYA,Buy
2020-07-14,PRLB,Buy
2020-07-14,TSLA,Sell
2020-07-14,TWST,Buy
2020-07-14,ESLT,Buy
2020-07-14,KMTUY,Buy
2020-07-14,KTOS,Buy
2020-07-14,GBTC,Buy
2020-07-14,LC,Buy
2020-07-14,PDD,Buy
2020-07-14,SNAP,Sell
2020-07-13,ACCD,Buy
2020-07-13,ARCT,Sell
2020-07-13,CGEN,Sell
2020-07-13,GH,Sell
2020-07-13,ILMN,Sell
2020-07-13,VRTX,Buy
2020-07-13,DOCU,Buy
2020-07-13,HUYA,Buy
2020-07-13,NVTA,Sell
2020-07-13,PINS,Sell
2020-07-13,PRLB,Buy
2020-07-13,SQ,Sell
2020-07-13,TSLA,Sell
2020-07-13,TWST,Buy
2020-07-13,WORK,Buy
2020-07-13,BIDU,Buy
2020-07-13,BYDDY,Buy
2020-07-13,CAT,Buy
2020-07-13,DE,Buy
2020-07-13,ESLT,Buy
2020-07-13,FLIR,Buy
2020-07-13,GOOG,Buy
2020-07-13,IRDM,Buy
2020-07-13,JD,Buy
2020-07-13,KMTUY,Buy
2020-07-13,KTOS,Buy
2020-07-13,SPCE,Buy
2020-07-13,XLNX,Buy
2020-07-13,GBTC,Buy
2020-07-13,LC,Buy
2020-07-13,PDD,Sell
2020-07-13,SE,Buy
2020-07-13,SPLK,Sell
2020-07-13,TDOC,Buy
2020-07-10,HUYA,Buy
2020-07-10,NVTA,Sell
2020-07-10,PRLB,Buy
2020-07-10,PSTG,Buy
2020-07-10,TSLA,Sell
2020-07-10,TWST,Buy
2020-07-10,XLNX,Sell
2020-07-10,WKHS,Buy
2020-07-10,LC,Buy
2020-07-10,PDD,Sell
2020-07-09,ARCT,Sell
2020-07-09,HUYA,Buy
2020-07-09,IOVA,Buy
2020-07-09,NVTA,Sell
2020-07-09,PRLB,Buy
2020-07-09,PSTG,Buy
2020-07-09,SQ,Sell
2020-07-09,TSLA,Sell
2020-07-09,TSM,Buy
2020-07-09,TWST,Buy
2020-07-09,WORK,Buy
2020-07-09,XLNX,Sell
2020-07-09,BYDDY,Buy
2020-07-09,LC,Buy
2020-07-09,PDD,Sell
2020-07-08,LC,Buy
2020-07-08,PDD,Sell
2020-07-08,SQ,Sell
2020-07-08,TSLA,Sell
2020-07-08,TWTR,Buy
2020-07-08,BYDDY,Buy
2020-07-08,IOVA,Buy
2020-07-08,PRLB,Buy
2020-07-08,PSTG,Buy
2020-07-08,TSM,Buy
2020-07-08,TWLO,Buy
2020-07-08,TWST,Buy
2020-07-08,ARCT,Sell
2020-07-08,CDNA,Buy
2020-07-08,NVTA,Sell
2020-07-08,TCS LI,Buy
2020-07-07,GBTC,Buy
2020-07-07,LC,Buy
2020-07-07,PDD,Sell
2020-07-07,TSLA,Sell
2020-07-07,AVAV,Sell
2020-07-07,BYDDY,Buy
2020-07-07,GOOG,Buy
2020-07-07,IOVA,Buy
2020-07-07,TWST,Buy
2020-07-07,XONE,Sell
2020-07-07,ARCT,Sell
2020-07-07,CDNA,Buy
2020-07-07,CLLS,Buy
2020-07-07,TCS LI,Buy
2020-07-07,3690 HK,Sell
2020-07-07,DSY SJ,Buy
2020-07-06,ADYEN NA,Buy
2020-07-06,IBKR,Buy
2020-07-06,PDD,Sell
2020-07-06,PYPL,Sell
2020-07-06,SPLK,Sell
2020-07-06,SQ,Sell
2020-07-06,TRU,Buy
2020-07-06,TWLO,Sell
2020-07-06,WDAY,Buy
2020-07-06,WORK,Buy
2020-07-06,CDNA,Buy
2020-07-06,NVTA,Sell
2020-07-06,LC,Sell
2020-07-06,XONE,Sell
2020-07-06,ADSK,Sell
2020-07-06,AMZN,Sell
2020-07-06,AVAV,Sell
2020-07-06,GOOG,Buy
2020-07-06,TER,Sell
2020-07-06,GBTC,Buy
2020-07-06,TCEHY,Sell
2020-07-06,TSLA,Sell
2020-07-06,VMW,Buy
2020-07-02,LC,Sell
2020-07-02,XONE,Sell
2020-07-02,ADYEY,Buy
2020-07-02,PYPL,Sell
2020-07-01,ILMN,Sell
2020-07-01,PHR,Buy
2020-07-01,CRSP,Buy
2020-07-01,IOVA,Buy
2020-07-01,LC,Sell
2020-07-01,TSLA,Sell
2020-07-01,GOOG,Buy
2020-07-01,WKHS,Buy
2020-07-01,ADYEY,Buy
2020-07-01,PYPL,Sell
2020-06-30,CGEN,Sell
2020-06-30,PHR,Buy
2020-06-30,IOVA,Buy
2020-06-30,TER,Sell
2020-06-30,TSLA,Sell
2020-06-30,ADSK,Sell
2020-06-30,AVAV,Sell
2020-06-30,GOOG,Buy
2020-06-30,SPCE,Buy
2020-06-30,ADYEY,Buy
2020-06-30,PYPL,Sell
2020-06-29,CGEN,Sell
2020-06-29,INO,Sell
2020-06-29,IOVA,Buy
2020-06-29,PHR,Buy
2020-06-29,ADSK,Sell
2020-06-29,LC,Sell
2020-06-29,ROKU,Buy
2020-06-29,TER,Sell
2020-06-29,WORK,Buy
2020-06-29,AVAV,Sell
2020-06-29,GOOG,Buy
2020-06-29,SPLK,Sell
2020-06-29,ADYEY,Buy
2020-06-29,PYPL,Sell
2020-06-26,TWOU,Sell
2020-06-26,ARCT,Sell
2020-06-26,CLLS,Buy
2020-06-26,TCS LI,Buy
2020-06-26,3690 HK,Sell
2020-06-26,FB,Buy
2020-06-25,TCS LI,Buy
2020-06-25,SQ,Sell
2020-06-25,WORK,Buy
2020-06-25,ARCT,Sell
2020-06-25,CLLS,Buy
2020-06-25,ADSK,Sell
2020-06-25,NVTA,Sell
2020-06-25,TSLA,Sell
2020-06-25,TWOU,Sell
2020-06-24,TCS LI,Buy
2020-06-24,PDD,Sell
2020-06-24,SE,Sell
2020-06-24,SQ,Sell
2020-06-24,Z,Buy
2020-06-24,CLLS,Buy
2020-06-24,PSNL,Buy
2020-06-24,SDGR,Buy
2020-06-24,ADSK,Sell
2020-06-24,ILMN,Sell
2020-06-24,TREE,Buy
2020-06-24,WORK,Buy
2020-06-24,XONE,Sell
2020-06-24,WKHS,Buy
2020-06-24,PSTG,Buy
2020-06-24,SPLK,Sell
2020-06-24,SPOT,Buy
2020-06-23,CLLS,Buy
2020-06-23,PSNL,Buy
2020-06-23,ILMN,Sell
2020-06-23,NVTA,Sell
2020-06-23,PSTG,Buy
2020-06-23,TREE,Buy
2020-06-23,XONE,Sell
2020-06-23,PD,Sell
2020-06-23,SPOT,Buy
2020-06-22,SQ,Sell
2020-06-22,TREE,Buy
2020-06-22,AQB,Buy
2020-06-22,CBMG,Sell
2020-06-22,CLLS,Buy
2020-06-22,GH,Buy
2020-06-22,ILMN,Sell
2020-06-22,INCY,Buy
2020-06-22,IONS,Buy
2020-06-22,NVTA,Sell
2020-06-22,PSNL,Buy
2020-06-22,PSTG,Buy
2020-06-22,SDGR,Buy
2020-06-22,TXG,Buy
2020-06-22,ADSK,Sell
2020-06-22,CGEN,Sell
2020-06-22,IOVA,Buy
2020-06-22,NSTG,Sell
2020-06-22,PD,Sell
2020-06-22,SPLK,Sell
2020-06-22,SPOT,Buy
2020-06-22,FLIR,Buy
2020-06-22,NVDA,Sell
2020-06-22,SPCE,Buy
2020-06-22,TER,Sell
2020-06-22,NFLX,Buy
2020-06-22,SNAP,Sell
2020-06-19,6060 HK,Buy
2020-06-19,LC,Buy
2020-06-19,ARCT,Sell
2020-06-19,CLLS,Buy
2020-06-19,IONS,Buy
2020-06-19,ADSK,Sell
2020-06-19,CGEN,Sell
2020-06-19,IOVA,Buy
2020-06-19,NSTG,Sell
2020-06-19,WORK,Buy
2020-06-19,Z,Sell
2020-06-19,AAPL,Sell
2020-06-18,WDI GR,Sell
2020-06-18,ARCT,Sell
2020-06-18,CBMG,Sell
2020-06-18,CLLS,Buy
2020-06-18,CRSP,Buy
2020-06-18,EDIT,Sell
2020-06-18,IOVA,Buy
2020-06-17,JD,Buy
2020-06-17,MTLS,Sell
2020-06-17,CRSP,Buy
2020-06-17,EDIT,Sell
2020-06-16,3690 HK,Sell
2020-06-16,SNAP,Buy
2020-06-16,PACB,Buy
2020-06-16,CRSP,Buy
2020-06-16,IOVA,Buy
2020-06-16,LC,Sell
2020-06-16,ROKU,Buy
2020-06-16,TSLA,Sell
2020-06-16,XONE,Sell
2020-06-16,Z,Sell
2020-06-16,ESLT,Buy
2020-06-16,MTLS,Sell
2020-06-16,PINS,Sell
2020-06-16,SE,Sell
2020-06-16,TCEHY,Buy
2020-06-15,IBKR,Buy
2020-06-15,MELI,Sell
2020-06-15,PDD,Sell
2020-06-15,SE,Sell
2020-06-15,SNAP,Buy
2020-06-15,WORK,Buy
2020-06-15,CDXS,Sell
2020-06-15,PACB,Buy
2020-06-15,IOVA,Buy
2020-06-15,LC,Sell
2020-06-15,PD,Buy
2020-06-15,PSTG,Buy
2020-06-15,SQ,Sell
2020-06-15,TWST,Buy
2020-06-15,Z,Sell
2020-06-15,ADSK,Sell
2020-06-15,AVAV,Sell
2020-06-15,ESLT,Buy
2020-06-15,KTOS,Buy
2020-06-15,PRLB,Sell
2020-06-15,SPCE,Buy
2020-06-15,TER,Sell
2020-06-15,TWOU,Buy
2020-06-15,XLNX,Buy
2020-06-15,PINS,Sell
2020-06-15,ROKU,Buy
2020-06-15,SPOT,Buy
2020-06-15,TSLA,Sell
2020-06-15,TWLO,Sell
2020-06-15,VMW,Buy
2020-06-12,CDXS,Sell
2020-06-12,GH,Buy
2020-06-12,PACB,Buy
2020-06-12,LC,Sell
2020-06-12,IRDM,Buy
2020-06-12,TER,Sell
2020-06-11,CDNA,Buy
2020-06-11,IOVA,Buy
2020-06-11,IRDM,Buy
2020-06-11,SPCE,Buy
2020-06-11,TSLA,Sell
2020-06-10,3690 HK,Sell
2020-06-10,GWRE,Buy
2020-06-10,CDXS,Sell
2020-06-10,ADSK,Sell
2020-06-10,IOVA,Buy
2020-06-10,IRDM,Buy
2020-06-10,NSTG,Sell
2020-06-09,CDXS,Sell
2020-06-09,FATE,Buy
2020-06-09,ADSK,Sell
2020-06-09,IRDM,Buy
2020-06-09,SPLK,Sell
2020-06-09,SQ,Sell
2020-06-09,WORK,Buy
2020-06-09,AVAV,Sell
2020-06-09,KTOS,Buy
2020-06-08,PD,Buy
2020-06-08,SPLK,Sell
2020-06-08,VCYT,Sell
2020-06-08,WORK,Buy
2020-06-08,AVAV,Sell
2020-06-08,FLIR,Buy
2020-06-08,KTOS,Buy
2020-06-08,TER,Sell
2020-06-08,XLNX,Buy
2020-06-08,ADSK,Sell
2020-06-08,IRDM,Buy
2020-06-08,LC,Sell
2020-06-08,MTLS,Sell
2020-06-08,XONE,Sell
2020-06-08,CDXS,Sell
2020-06-05,PSTI,Buy
2020-06-05,ILMN,Sell
2020-06-05,IOVA,Buy
2020-06-05,LC,Sell
2020-06-05,MTLS,Sell
2020-06-05,NSTG,Sell
2020-06-05,NTLA,Sell
2020-06-05,PD,Buy
2020-06-05,PRLB,Sell
2020-06-05,ROKU,Buy
2020-06-05,SPLK,Sell
2020-06-05,SQ,Sell
2020-06-05,TREE,Sell
2020-06-05,TSLA,Sell
2020-06-05,WORK,Buy
2020-06-05,XLNX,Sell
2020-06-05,Z,Sell
2020-06-05,TWTR,Sell
2020-06-05,VCYT,Sell
2020-06-04,IOVA,Buy
2020-06-04,PSTI,Buy
2020-06-04,LC,Sell
2020-06-03,ROKU,Buy
2020-06-03,SQ,Sell
2020-06-03,CGEN,Sell
2020-06-03,ILMN,Sell
2020-06-03,IOVA,Buy
2020-06-03,LC,Sell
2020-06-03,XONE,Sell
